"TIME","GEO","NACE_R2","UNIT","AGE","Value"
"2011","ITF4","B-E","THS","Y_GE15","189.5"
"2011","ITF4","F","THS","Y_GE15","110.1"
"2011","ITF4","G-I","THS","Y_GE15","310.4"
"2011","ITF4","J","THS","Y_GE15","17.4"
"2011","ITF4","K","THS","Y_GE15","28.0"
"2011","ITF4","L","THS","Y_GE15","5.1"
"2011","ITF4","M_N","THS","Y_GE15","117.9"
"2011","ITF4","O-Q","THS","Y_GE15","281.4"
"2011","ITF4","R-U","THS","Y_GE15","69.0"
"2011","ITF4","NRP","THS","Y_GE15",":"
"2011","ITF5","TOTAL","THS","Y_GE15","185.0"
"2011","ITF5","A","THS","Y_GE15","15.3"
"2011","ITF5","B-E","THS","Y_GE15","31.4"
"2011","ITF5","F","THS","Y_GE15","19.4"
"2011","ITF5","G-I","THS","Y_GE15","43.7"
"2011","ITF5","J","THS","Y_GE15","1.7"
"2011","ITF5","K","THS","Y_GE15","3.3"
"2011","ITF5","L","THS","Y_GE15",":"
"2011","ITF5","M_N","THS","Y_GE15","16.6"
"2011","ITF5","O-Q","THS","Y_GE15","44.8"
"2011","ITF5","R-U","THS","Y_GE15","8.4"
"2011","ITF5","NRP","THS","Y_GE15",":"
"2011","ITF6","TOTAL","THS","Y_GE15","564.1"
"2011","ITF6","A","THS","Y_GE15","61.5"
"2011","ITF6","B-E","THS","Y_GE15","44.5"
"2011","ITF6","F","THS","Y_GE15","49.1"
"2011","ITF6","G-I","THS","Y_GE15","154.7"
"2011","ITF6","J","THS","Y_GE15","9.9"
"2011","ITF6","K","THS","Y_GE15","8.8"
"2011","ITF6","L","THS","Y_GE15",":"
"2011","ITF6","M_N","THS","Y_GE15","50.7"
"2011","ITF6","O-Q","THS","Y_GE15","151.4"
"2011","ITF6","R-U","THS","Y_GE15","33.1"
"2011","ITF6","NRP","THS","Y_GE15",":"
"2011","ITG1","TOTAL","THS","Y_GE15","1,437.9"
"2011","ITG1","A","THS","Y_GE15","114.5"
"2011","ITG1","B-E","THS","Y_GE15","133.1"
"2011","ITG1","F","THS","Y_GE15","112.6"
"2011","ITG1","G-I","THS","Y_GE15","367.7"
"2011","ITG1","J","THS","Y_GE15","16.3"
"2011","ITG1","K","THS","Y_GE15","22.8"
"2011","ITG1","L","THS","Y_GE15","5.4"
"2011","ITG1","M_N","THS","Y_GE15","130.8"
"2011","ITG1","O-Q","THS","Y_GE15","441.6"
"2011","ITG1","R-U","THS","Y_GE15","93.0"
"2011","ITG1","NRP","THS","Y_GE15",":"
"2011","ITG2","TOTAL","THS","Y_GE15","589.5"
"2011","ITG2","A","THS","Y_GE15","30.7"
"2011","ITG2","B-E","THS","Y_GE15","59.7"
"2011","ITG2","F","THS","Y_GE15","52.6"
"2011","ITG2","G-I","THS","Y_GE15","154.8"
"2011","ITG2","J","THS","Y_GE15","8.5"
"2011","ITG2","K","THS","Y_GE15","13.7"
"2011","ITG2","L","THS","Y_GE15","4.3"
"2011","ITG2","M_N","THS","Y_GE15","55.3"
"2011","ITG2","O-Q","THS","Y_GE15","163.5"
"2011","ITG2","R-U","THS","Y_GE15","46.5"
"2011","ITG2","NRP","THS","Y_GE15",":"
"2011","CY00","TOTAL","THS","Y_GE15","398.2"
"2011","CY00","A","THS","Y_GE15","15.2"
"2011","CY00","B-E","THS","Y_GE15","37.3"
"2011","CY00","F","THS","Y_GE15","45.9"
"2011","CY00","G-I","THS","Y_GE15","116.7"
"2011","CY00","J","THS","Y_GE15","10.0"
"2011","CY00","K","THS","Y_GE15","20.5"
"2011","CY00","L","THS","Y_GE15","1.6"
"2011","CY00","M_N","THS","Y_GE15","32.0"
"2011","CY00","O-Q","THS","Y_GE15","75.2"
"2011","CY00","R-U","THS","Y_GE15","43.8"
"2011","CY00","NRP","THS","Y_GE15",":"
"2011","LV00","TOTAL","THS","Y_GE15","861.6"
"2011","LV00","A","THS","Y_GE15","76.6"
"2011","LV00","B-E","THS","Y_GE15","136.5"
"2011","LV00","F","THS","Y_GE15","60.9"
"2011","LV00","G-I","THS","Y_GE15","234.6"
"2011","LV00","J","THS","Y_GE15","25.3"
"2011","LV00","K","THS","Y_GE15","17.3"
"2011","LV00","L","THS","Y_GE15","17.5"
"2011","LV00","M_N","THS","Y_GE15","56.3"
"2011","LV00","O-Q","THS","Y_GE15","199.7"
"2011","LV00","R-U","THS","Y_GE15","36.6"
"2011","LV00","NRP","THS","Y_GE15",":"
"2011","LT00","TOTAL","THS","Y_GE15","1,253.6"
"2011","LT00","A","THS","Y_GE15","106.4"
"2011","LT00","B-E","THS","Y_GE15","222.7"
"2011","LT00","F","THS","Y_GE15","85.1"
"2011","LT00","G-I","THS","Y_GE15","346.3"
"2011","LT00","J","THS","Y_GE15","25.5"
"2011","LT00","K","THS","Y_GE15","17.7"
"2011","LT00","L","THS","Y_GE15","12.7"
"2011","LT00","M_N","THS","Y_GE15","87.2"
"2011","LT00","O-Q","THS","Y_GE15","299.4"
"2011","LT00","R-U","THS","Y_GE15","50.4"
"2011","LT00","NRP","THS","Y_GE15",":"
"2011","LU00","TOTAL","THS","Y_GE15","224.8"
"2011","LU00","A","THS","Y_GE15","2.7"
"2011","LU00","B-E","THS","Y_GE15","14.6"
"2011","LU00","F","THS","Y_GE15","14.5"
"2011","LU00","G-I","THS","Y_GE15","36.5"
"2011","LU00","J","THS","Y_GE15","8.5"
"2011","LU00","K","THS","Y_GE15","28.3"
"2011","LU00","L","THS","Y_GE15","1.3"
"2011","LU00","M_N","THS","Y_GE15","20.5"
"2011","LU00","O-Q","THS","Y_GE15","67.1"
"2011","LU00","R-U","THS","Y_GE15","23.9"
"2011","LU00","NRP","THS","Y_GE15","6.9"
"2011","HU10","TOTAL","THS","Y_GE15","1,201.6"
"2011","HU10","A","THS","Y_GE15","14.3"
"2011","HU10","B-E","THS","Y_GE15","181.5"
"2011","HU10","F","THS","Y_GE15","81.7"
"2011","HU10","G-I","THS","Y_GE15","345.8"
"2011","HU10","J","THS","Y_GE15","57.4"
"2011","HU10","K","THS","Y_GE15","47.1"
"2011","HU10","L","THS","Y_GE15","13.6"
"2011","HU10","M_N","THS","Y_GE15","132.3"
"2011","HU10","O-Q","THS","Y_GE15","268.8"
"2011","HU10","R-U","THS","Y_GE15","59.1"
"2011","HU10","NRP","THS","Y_GE15",":"
"2011","HU21","TOTAL","THS","Y_GE15","442.6"
"2011","HU21","A","THS","Y_GE15","19.3"
"2011","HU21","B-E","THS","Y_GE15","155.7"
"2011","HU21","F","THS","Y_GE15","33.5"
"2011","HU21","G-I","THS","Y_GE15","100.7"
"2011","HU21","J","THS","Y_GE15","4.6"
"2011","HU21","K","THS","Y_GE15","5.9"
"2011","HU21","L","THS","Y_GE15",":"
"2011","HU21","M_N","THS","Y_GE15","24.2"
"2011","HU21","O-Q","THS","Y_GE15","83.2"
"2011","HU21","R-U","THS","Y_GE15","13.9"
"2011","HU21","NRP","THS","Y_GE15",":"
"2011","HU22","TOTAL","THS","Y_GE15","409.5"
"2011","HU22","A","THS","Y_GE15","22.9"
"2011","HU22","B-E","THS","Y_GE15","134.0"
"2011","HU22","F","THS","Y_GE15","27.5"
"2011","HU22","G-I","THS","Y_GE15","99.5"
"2011","HU22","J","THS","Y_GE15","4.7"
"2011","HU22","K","THS","Y_GE15","7.1"
"2011","HU22","L","THS","Y_GE15",":"
"2011","HU22","M_N","THS","Y_GE15","17.7"
"2011","HU22","O-Q","THS","Y_GE15","79.0"
"2011","HU22","R-U","THS","Y_GE15","16.0"
"2011","HU22","NRP","THS","Y_GE15",":"
"2011","HU23","TOTAL","THS","Y_GE15","326.3"
"2011","HU23","A","THS","Y_GE15","25.9"
"2011","HU23","B-E","THS","Y_GE15","78.3"
"2011","HU23","F","THS","Y_GE15","24.5"
"2011","HU23","G-I","THS","Y_GE15","75.4"
"2011","HU23","J","THS","Y_GE15","4.6"
"2011","HU23","K","THS","Y_GE15","4.8"
"2011","HU23","L","THS","Y_GE15",":"
"2011","HU23","M_N","THS","Y_GE15","16.5"
"2011","HU23","O-Q","THS","Y_GE15","84.7"
"2011","HU23","R-U","THS","Y_GE15","10.7"
"2011","HU23","NRP","THS","Y_GE15",":"
"2011","HU31","TOTAL","THS","Y_GE15","391.9"
"2011","HU31","A","THS","Y_GE15","16.7"
"2011","HU31","B-E","THS","Y_GE15","111.5"
"2011","HU31","F","THS","Y_GE15","31.8"
"2011","HU31","G-I","THS","Y_GE15","91.0"
"2011","HU31","J","THS","Y_GE15","4.8"
"2011","HU31","K","THS","Y_GE15","6.6"
"2011","HU31","L","THS","Y_GE15",":"
"2011","HU31","M_N","THS","Y_GE15","18.8"
"2011","HU31","O-Q","THS","Y_GE15","98.3"
"2011","HU31","R-U","THS","Y_GE15","11.3"
"2011","HU31","NRP","THS","Y_GE15",":"
"2011","HU32","TOTAL","THS","Y_GE15","511.3"
"2011","HU32","A","THS","Y_GE15","37.9"
"2011","HU32","B-E","THS","Y_GE15","122.7"
"2011","HU32","F","THS","Y_GE15","34.0"
"2011","HU32","G-I","THS","Y_GE15","119.6"
"2011","HU32","J","THS","Y_GE15","6.6"
"2011","HU32","K","THS","Y_GE15","9.8"
"2011","HU32","L","THS","Y_GE15",":"
"2011","HU32","M_N","THS","Y_GE15","19.2"
"2011","HU32","O-Q","THS","Y_GE15","143.0"
"2011","HU32","R-U","THS","Y_GE15","16.4"
"2011","HU32","NRP","THS","Y_GE15",":"
"2011","HU33","TOTAL","THS","Y_GE15","475.8"
"2011","HU33","A","THS","Y_GE15","46.7"
"2011","HU33","B-E","THS","Y_GE15","115.4"
"2011","HU33","F","THS","Y_GE15","26.9"
"2011","HU33","G-I","THS","Y_GE15","121.4"
"2011","HU33","J","THS","Y_GE15","6.5"
"2011","HU33","K","THS","Y_GE15","10.0"
"2011","HU33","L","THS","Y_GE15",":"
"2011","HU33","M_N","THS","Y_GE15","20.9"
"2011","HU33","O-Q","THS","Y_GE15","111.1"
"2011","HU33","R-U","THS","Y_GE15","15.2"
"2011","HU33","NRP","THS","Y_GE15",":"
"2011","MT00","TOTAL","THS","Y_GE15","166.6"
"2011","MT00","A","THS","Y_GE15","1.9"
"2011","MT00","B-E","THS","Y_GE15","29.3"
"2011","MT00","F","THS","Y_GE15","11.6"
"2011","MT00","G-I","THS","Y_GE15","47.2"
"2011","MT00","J","THS","Y_GE15","6.2"
"2011","MT00","K","THS","Y_GE15","6.6"
"2011","MT00","L","THS","Y_GE15","0.9"
"2011","MT00","M_N","THS","Y_GE15","11.1"
"2011","MT00","O-Q","THS","Y_GE15","44.4"
"2011","MT00","R-U","THS","Y_GE15","7.3"
"2011","MT00","NRP","THS","Y_GE15",":"
"2011","NL11","TOTAL","THS","Y_GE15","279.4"
"2011","NL11","A","THS","Y_GE15","8.4"
"2011","NL11","B-E","THS","Y_GE15","31.0"
"2011","NL11","F","THS","Y_GE15","14.0"
"2011","NL11","G-I","THS","Y_GE15","52.3"
"2011","NL11","J","THS","Y_GE15","10.5"
"2011","NL11","K","THS","Y_GE15","4.2"
"2011","NL11","L","THS","Y_GE15",":"
"2011","NL11","M_N","THS","Y_GE15","23.6"
"2011","NL11","O-Q","THS","Y_GE15","99.6"
"2011","NL11","R-U","THS","Y_GE15","8.3"
"2011","NL11","NRP","THS","Y_GE15","26.2"
"2011","NL12","TOTAL","THS","Y_GE15","309.9"
"2011","NL12","A","THS","Y_GE15","14.1"
"2011","NL12","B-E","THS","Y_GE15","36.1"
"2011","NL12","F","THS","Y_GE15","19.0"
"2011","NL12","G-I","THS","Y_GE15","60.9"
"2011","NL12","J","THS","Y_GE15","5.2"
"2011","NL12","K","THS","Y_GE15","9.2"
"2011","NL12","L","THS","Y_GE15","2.8"
"2011","NL12","M_N","THS","Y_GE15","23.0"
"2011","NL12","O-Q","THS","Y_GE15","100.3"
"2011","NL12","R-U","THS","Y_GE15","11.0"
"2011","NL12","NRP","THS","Y_GE15","28.4"
"2011","NL13","TOTAL","THS","Y_GE15","227.9"
"2011","NL13","A","THS","Y_GE15","6.1"
"2011","NL13","B-E","THS","Y_GE15","27.7"
"2011","NL13","F","THS","Y_GE15","15.6"
"2011","NL13","G-I","THS","Y_GE15","46.5"
"2011","NL13","J","THS","Y_GE15","5.9"
"2011","NL13","K","THS","Y_GE15","4.4"
"2011","NL13","L","THS","Y_GE15","1.6"
"2011","NL13","M_N","THS","Y_GE15","18.7"
"2011","NL13","O-Q","THS","Y_GE15","71.0"
"2011","NL13","R-U","THS","Y_GE15","7.8"
"2011","NL13","NRP","THS","Y_GE15","22.7"
"2011","NL21","TOTAL","THS","Y_GE15","562.0"
"2011","NL21","A","THS","Y_GE15","16.4"
"2011","NL21","B-E","THS","Y_GE15","68.3"
"2011","NL21","F","THS","Y_GE15","36.6"
"2011","NL21","G-I","THS","Y_GE15","118.1"
"2011","NL21","J","THS","Y_GE15","17.3"
"2011","NL21","K","THS","Y_GE15","9.4"
"2011","NL21","L","THS","Y_GE15","2.4"
"2011","NL21","M_N","THS","Y_GE15","44.8"
"2011","NL21","O-Q","THS","Y_GE15","171.9"
"2011","NL21","R-U","THS","Y_GE15","17.2"
"2011","NL21","NRP","THS","Y_GE15","59.6"
"2011","NL22","TOTAL","THS","Y_GE15","994.7"
"2011","NL22","A","THS","Y_GE15","25.1"
"2011","NL22","B-E","THS","Y_GE15","109.6"
"2011","NL22","F","THS","Y_GE15","54.9"
"2011","NL22","G-I","THS","Y_GE15","218.6"
"2011","NL22","J","THS","Y_GE15","29.2"
"2011","NL22","K","THS","Y_GE15","22.0"
"2011","NL22","L","THS","Y_GE15","8.4"
"2011","NL22","M_N","THS","Y_GE15","83.6"
"2011","NL22","O-Q","THS","Y_GE15","308.2"
"2011","NL22","R-U","THS","Y_GE15","34.2"
"2011","NL22","NRP","THS","Y_GE15","101.0"
"2011","NL23","TOTAL","THS","Y_GE15","197.6"
"2011","NL23","A","THS","Y_GE15","5.2"
"2011","NL23","B-E","THS","Y_GE15","17.4"
"2011","NL23","F","THS","Y_GE15","8.2"
"2011","NL23","G-I","THS","Y_GE15","46.8"
"2011","NL23","J","THS","Y_GE15","9.2"
"2011","NL23","K","THS","Y_GE15","6.7"
"2011","NL23","L","THS","Y_GE15",":"
"2011","NL23","M_N","THS","Y_GE15","21.1"
"2011","NL23","O-Q","THS","Y_GE15","56.1"
"2011","NL23","R-U","THS","Y_GE15","5.1"
"2011","NL23","NRP","THS","Y_GE15","20.6"
"2011","NL31","TOTAL","THS","Y_GE15","641.6"
"2011","NL31","A","THS","Y_GE15","8.8"
"2011","NL31","B-E","THS","Y_GE15","44.6"
"2011","NL31","F","THS","Y_GE15","28.5"
"2011","NL31","G-I","THS","Y_GE15","126.6"
"2011","NL31","J","THS","Y_GE15","35.3"
"2011","NL31","K","THS","Y_GE15","24.4"
"2011","NL31","L","THS","Y_GE15","4.5"
"2011","NL31","M_N","THS","Y_GE15","64.7"
"2011","NL31","O-Q","THS","Y_GE15","198.7"
"2011","NL31","R-U","THS","Y_GE15","30.2"
"2011","NL31","NRP","THS","Y_GE15","75.4"
"2011","NL32","TOTAL","THS","Y_GE15","1,375.2"
"2011","NL32","A","THS","Y_GE15","22.4"
"2011","NL32","B-E","THS","Y_GE15","97.7"
"2011","NL32","F","THS","Y_GE15","60.2"
"2011","NL32","G-I","THS","Y_GE15","312.6"
"2011","NL32","J","THS","Y_GE15","63.3"
"2011","NL32","K","THS","Y_GE15","51.8"
"2011","NL32","L","THS","Y_GE15","10.7"
"2011","NL32","M_N","THS","Y_GE15","152.0"
"2011","NL32","O-Q","THS","Y_GE15","377.0"
"2011","NL32","R-U","THS","Y_GE15","72.1"
"2011","NL32","NRP","THS","Y_GE15","155.4"
"2011","NL33","TOTAL","THS","Y_GE15","1,742.7"
"2011","NL33","A","THS","Y_GE15","44.7"
"2011","NL33","B-E","THS","Y_GE15","135.2"
"2011","NL33","F","THS","Y_GE15","87.9"
"2011","NL33","G-I","THS","Y_GE15","384.5"
"2011","NL33","J","THS","Y_GE15","55.5"
"2011","NL33","K","THS","Y_GE15","43.8"
"2011","NL33","L","THS","Y_GE15","15.5"
"2011","NL33","M_N","THS","Y_GE15","178.2"
"2011","NL33","O-Q","THS","Y_GE15","542.9"
"2011","NL33","R-U","THS","Y_GE15","67.6"
"2011","NL33","NRP","THS","Y_GE15","187.0"
"2011","NL34","TOTAL","THS","Y_GE15","182.3"
"2011","NL34","A","THS","Y_GE15","4.7"
"2011","NL34","B-E","THS","Y_GE15","26.1"
"2011","NL34","F","THS","Y_GE15","11.2"
"2011","NL34","G-I","THS","Y_GE15","42.6"
"2011","NL34","J","THS","Y_GE15","2.2"
"2011","NL34","K","THS","Y_GE15","3.8"
"2011","NL34","L","THS","Y_GE15",":"
"2011","NL34","M_N","THS","Y_GE15","13.9"
"2011","NL34","O-Q","THS","Y_GE15","54.4"
"2011","NL34","R-U","THS","Y_GE15","5.7"
"2011","NL34","NRP","THS","Y_GE15","16.3"
"2011","NL41","TOTAL","THS","Y_GE15","1,241.8"
"2011","NL41","A","THS","Y_GE15","33.2"
"2011","NL41","B-E","THS","Y_GE15","165.2"
"2011","NL41","F","THS","Y_GE15","75.9"
"2011","NL41","G-I","THS","Y_GE15","277.8"
"2011","NL41","J","THS","Y_GE15","37.3"
"2011","NL41","K","THS","Y_GE15","27.1"
"2011","NL41","L","THS","Y_GE15","7.4"
"2011","NL41","M_N","THS","Y_GE15","104.3"
"2011","NL41","O-Q","THS","Y_GE15","320.5"
"2011","NL41","R-U","THS","Y_GE15","47.0"
"2011","NL41","NRP","THS","Y_GE15","146.1"
"2011","NL42","TOTAL","THS","Y_GE15","536.3"
"2011","NL42","A","THS","Y_GE15","16.7"
"2011","NL42","B-E","THS","Y_GE15","75.8"
"2011","NL42","F","THS","Y_GE15","23.5"
"2011","NL42","G-I","THS","Y_GE15","122.5"
"2011","NL42","J","THS","Y_GE15","13.8"
"2011","NL42","K","THS","Y_GE15","11.8"
"2011","NL42","L","THS","Y_GE15","3.6"
"2011","NL42","M_N","THS","Y_GE15","39.5"
"2011","NL42","O-Q","THS","Y_GE15","151.0"
"2011","NL42","R-U","THS","Y_GE15","23.8"
"2011","NL42","NRP","THS","Y_GE15","54.1"
"2011","AT11","TOTAL","THS","Y_GE15","133.9"
"2011","AT11","A","THS","Y_GE15","6.0"
"2011","AT11","B-E","THS","Y_GE15","19.9"
"2011","AT11","F","THS","Y_GE15","15.1"
"2011","AT11","G-I","THS","Y_GE15","35.3"
"2011","AT11","J","THS","Y_GE15","3.4"
"2011","AT11","K","THS","Y_GE15","5.2"
"2011","AT11","L","THS","Y_GE15",":"
"2011","AT11","M_N","THS","Y_GE15","10.6"
"2011","AT11","O-Q","THS","Y_GE15","32.3"
"2011","AT11","R-U","THS","Y_GE15","4.9"
"2011","AT11","NRP","THS","Y_GE15",":"
"2011","AT12","TOTAL","THS","Y_GE15","780.6"
"2011","AT12","A","THS","Y_GE15","49.1"
"2011","AT12","B-E","THS","Y_GE15","126.4"
"2011","AT12","F","THS","Y_GE15","62.0"
"2011","AT12","G-I","THS","Y_GE15","203.6"
"2011","AT12","J","THS","Y_GE15","21.4"
"2011","AT12","K","THS","Y_GE15","33.1"
"2011","AT12","L","THS","Y_GE15","9.2"
"2011","AT12","M_N","THS","Y_GE15","60.8"
"2011","AT12","O-Q","THS","Y_GE15","182.2"
"2011","AT12","R-U","THS","Y_GE15","32.6"
"2011","AT12","NRP","THS","Y_GE15",":"
"2011","AT13","TOTAL","THS","Y_GE15","772.8"
"2011","AT13","A","THS","Y_GE15","3.1"
"2011","AT13","B-E","THS","Y_GE15","72.5"
"2011","AT13","F","THS","Y_GE15","59.5"
"2011","AT13","G-I","THS","Y_GE15","197.4"
"2011","AT13","J","THS","Y_GE15","39.5"
"2011","AT13","K","THS","Y_GE15","37.8"
"2011","AT13","L","THS","Y_GE15","13.0"
"2011","AT13","M_N","THS","Y_GE15","106.0"
"2011","AT13","O-Q","THS","Y_GE15","190.8"
"2011","AT13","R-U","THS","Y_GE15","53.2"
"2011","AT13","NRP","THS","Y_GE15",":"
"2011","AT21","TOTAL","THS","Y_GE15","256.5"
"2011","AT21","A","THS","Y_GE15","16.2"
"2011","AT21","B-E","THS","Y_GE15","44.4"
"2011","AT21","F","THS","Y_GE15","25.7"
"2011","AT21","G-I","THS","Y_GE15","65.0"
"2011","AT21","J","THS","Y_GE15","3.6"
"2011","AT21","K","THS","Y_GE15","9.3"
"2011","AT21","L","THS","Y_GE15",":"
"2011","AT21","M_N","THS","Y_GE15","17.2"
"2011","AT21","O-Q","THS","Y_GE15","62.5"
"2011","AT21","R-U","THS","Y_GE15","11.1"
"2011","AT21","NRP","THS","Y_GE15",":"
"2011","AT22","TOTAL","THS","Y_GE15","584.1"
"2011","AT22","A","THS","Y_GE15","42.7"
"2011","AT22","B-E","THS","Y_GE15","119.3"
"2011","AT22","F","THS","Y_GE15","53.7"
"2011","AT22","G-I","THS","Y_GE15","154.6"
"2011","AT22","J","THS","Y_GE15","7.3"
"2011","AT22","K","THS","Y_GE15","15.9"
"2011","AT22","L","THS","Y_GE15","3.3"
"2011","AT22","M_N","THS","Y_GE15","42.9"
"2011","AT22","O-Q","THS","Y_GE15","121.6"
"2011","AT22","R-U","THS","Y_GE15","23.0"
"2011","AT22","NRP","THS","Y_GE15",":"
"2011","AT31","TOTAL","THS","Y_GE15","713.6"
"2011","AT31","A","THS","Y_GE15","48.5"
"2011","AT31","B-E","THS","Y_GE15","168.2"
"2011","AT31","F","THS","Y_GE15","61.8"
"2011","AT31","G-I","THS","Y_GE15","167.9"
"2011","AT31","J","THS","Y_GE15","12.2"
"2011","AT31","K","THS","Y_GE15","21.4"
"2011","AT31","L","THS","Y_GE15","4.7"
"2011","AT31","M_N","THS","Y_GE15","50.6"
"2011","AT31","O-Q","THS","Y_GE15","148.5"
"2011","AT31","R-U","THS","Y_GE15","29.7"
"2011","AT31","NRP","THS","Y_GE15",":"
"2011","AT32","TOTAL","THS","Y_GE15","269.5"
"2011","AT32","A","THS","Y_GE15","12.2"
"2011","AT32","B-E","THS","Y_GE15","43.7"
"2011","AT32","F","THS","Y_GE15","25.3"
"2011","AT32","G-I","THS","Y_GE15","83.1"
"2011","AT32","J","THS","Y_GE15","4.4"
"2011","AT32","K","THS","Y_GE15","8.1"
"2011","AT32","L","THS","Y_GE15",":"
"2011","AT32","M_N","THS","Y_GE15","21.1"
"2011","AT32","O-Q","THS","Y_GE15","57.2"
"2011","AT32","R-U","THS","Y_GE15","12.1"
"2011","AT32","NRP","THS","Y_GE15",":"
"2011","AT33","TOTAL","THS","Y_GE15","357.4"
"2011","AT33","A","THS","Y_GE15","16.9"
"2011","AT33","B-E","THS","Y_GE15","56.6"
"2011","AT33","F","THS","Y_GE15","35.0"
"2011","AT33","G-I","THS","Y_GE15","108.9"
"2011","AT33","J","THS","Y_GE15","5.5"
"2011","AT33","K","THS","Y_GE15","11.1"
"2011","AT33","L","THS","Y_GE15",":"
"2011","AT33","M_N","THS","Y_GE15","28.9"
"2011","AT33","O-Q","THS","Y_GE15","78.0"
"2011","AT33","R-U","THS","Y_GE15","14.1"
"2011","AT33","NRP","THS","Y_GE15",":"
"2011","AT34","TOTAL","THS","Y_GE15","184.0"
"2011","AT34","A","THS","Y_GE15","5.4"
"2011","AT34","B-E","THS","Y_GE15","49.4"
"2011","AT34","F","THS","Y_GE15","16.2"
"2011","AT34","G-I","THS","Y_GE15","46.4"
"2011","AT34","J","THS","Y_GE15",":"
"2011","AT34","K","THS","Y_GE15","6.2"
"2011","AT34","L","THS","Y_GE15",":"
"2011","AT34","M_N","THS","Y_GE15","15.5"
"2011","AT34","O-Q","THS","Y_GE15","33.0"
"2011","AT34","R-U","THS","Y_GE15","8.0"
"2011","AT34","NRP","THS","Y_GE15",":"
"2011","PL11","TOTAL","THS","Y_GE15","1,229.6"
"2011","PL11","A","THS","Y_GE15","164.2"
"2011","PL11","B-E","THS","Y_GE15","318.9"
"2011","PL11","F","THS","Y_GE15","79.6"
"2011","PL11","G-I","THS","Y_GE15","274.3"
"2011","PL11","J","THS","Y_GE15","19.7"
"2011","PL11","K","THS","Y_GE15","27.3"
"2011","PL11","L","THS","Y_GE15","11.4"
"2011","PL11","M_N","THS","Y_GE15","69.5"
"2011","PL11","O-Q","THS","Y_GE15","230.0"
"2011","PL11","R-U","THS","Y_GE15","34.4"
"2011","PL11","NRP","THS","Y_GE15",":"
"2011","PL12","TOTAL","THS","Y_GE15","2,405.7"
"2011","PL12","A","THS","Y_GE15","283.9"
"2011","PL12","B-E","THS","Y_GE15","371.6"
"2011","PL12","F","THS","Y_GE15","176.9"
"2011","PL12","G-I","THS","Y_GE15","528.7"
"2011","PL12","J","THS","Y_GE15","102.9"
"2011","PL12","K","THS","Y_GE15","103.7"
"2011","PL12","L","THS","Y_GE15","37.2"
"2011","PL12","M_N","THS","Y_GE15","207.6"
"2011","PL12","O-Q","THS","Y_GE15","500.4"
"2011","PL12","R-U","THS","Y_GE15","91.4"
"2011","PL12","NRP","THS","Y_GE15",":"
"2011","PL21","TOTAL","THS","Y_GE15","1,289.5"
"2011","PL21","A","THS","Y_GE15","184.0"
"2011","PL21","B-E","THS","Y_GE15","270.4"
"2011","PL21","F","THS","Y_GE15","117.6"
"2011","PL21","G-I","THS","Y_GE15","296.6"
"2011","PL21","J","THS","Y_GE15","24.5"
"2011","PL21","K","THS","Y_GE15","26.9"
"2011","PL21","L","THS","Y_GE15","11.0"
"2011","PL21","M_N","THS","Y_GE15","76.0"
"2011","PL21","O-Q","THS","Y_GE15","244.7"
"2011","PL21","R-U","THS","Y_GE15","37.4"
"2011","PL21","NRP","THS","Y_GE15",":"
"2011","PL22","TOTAL","THS","Y_GE15","1,902.5"
"2011","PL22","A","THS","Y_GE15","55.3"
"2011","PL22","B-E","THS","Y_GE15","587.3"
"2011","PL22","F","THS","Y_GE15","164.6"
"2011","PL22","G-I","THS","Y_GE15","462.7"
"2011","PL22","J","THS","Y_GE15","33.2"
"2011","PL22","K","THS","Y_GE15","42.7"
"2011","PL22","L","THS","Y_GE15","25.1"
"2011","PL22","M_N","THS","Y_GE15","127.0"
"2011","PL22","O-Q","THS","Y_GE15","353.9"
"2011","PL22","R-U","THS","Y_GE15","50.4"
"2011","PL22","NRP","THS","Y_GE15",":"
"2011","PL31","TOTAL","THS","Y_GE15","969.5"
"2011","PL31","A","THS","Y_GE15","270.7"
"2011","PL31","B-E","THS","Y_GE15","142.0"
"2011","PL31","F","THS","Y_GE15","66.7"
"2011","PL31","G-I","THS","Y_GE15","201.9"
"2011","PL31","J","THS","Y_GE15","11.0"
"2011","PL31","K","THS","Y_GE15","18.3"
"2011","PL31","L","THS","Y_GE15","8.3"
"2011","PL31","M_N","THS","Y_GE15","30.1"
"2011","PL31","O-Q","THS","Y_GE15","200.9"
"2011","PL31","R-U","THS","Y_GE15","19.3"
"2011","PL31","NRP","THS","Y_GE15",":"
"2011","PL32","TOTAL","THS","Y_GE15","824.1"
"2011","PL32","A","THS","Y_GE15","178.9"
"2011","PL32","B-E","THS","Y_GE15","191.7"
"2011","PL32","F","THS","Y_GE15","59.5"
"2011","PL32","G-I","THS","Y_GE15","165.4"
"2011","PL32","J","THS","Y_GE15","7.1"
"2011","PL32","K","THS","Y_GE15","13.0"
"2011","PL32","L","THS","Y_GE15",":"
"2011","PL32","M_N","THS","Y_GE15","30.5"
"2011","PL32","O-Q","THS","Y_GE15","155.7"
"2011","PL32","R-U","THS","Y_GE15","17.0"
"2011","PL32","NRP","THS","Y_GE15",":"
"2011","PL33","TOTAL","THS","Y_GE15","601.5"
"2011","PL33","A","THS","Y_GE15","147.4"
"2011","PL33","B-E","THS","Y_GE15","113.4"
