"TIME","GEO","NACE_R2","UNIT","AGE","Value"
"2010","NL21","A","THS","Y_GE15","17.9"
"2010","NL21","B-E","THS","Y_GE15","71.0"
"2010","NL21","F","THS","Y_GE15","39.2"
"2010","NL21","G-I","THS","Y_GE15","123.0"
"2010","NL21","J","THS","Y_GE15","17.4"
"2010","NL21","K","THS","Y_GE15","7.8"
"2010","NL21","L","THS","Y_GE15","3.5"
"2010","NL21","M_N","THS","Y_GE15","41.9"
"2010","NL21","O-Q","THS","Y_GE15","173.6"
"2010","NL21","R-U","THS","Y_GE15","18.1"
"2010","NL21","NRP","THS","Y_GE15","54.8"
"2010","NL22","TOTAL","THS","Y_GE15","1,004.9"
"2010","NL22","A","THS","Y_GE15","31.4"
"2010","NL22","B-E","THS","Y_GE15","110.3"
"2010","NL22","F","THS","Y_GE15","60.9"
"2010","NL22","G-I","THS","Y_GE15","218.8"
"2010","NL22","J","THS","Y_GE15","31.7"
"2010","NL22","K","THS","Y_GE15","22.2"
"2010","NL22","L","THS","Y_GE15","7.0"
"2010","NL22","M_N","THS","Y_GE15","81.3"
"2010","NL22","O-Q","THS","Y_GE15","305.5"
"2010","NL22","R-U","THS","Y_GE15","42.1"
"2010","NL22","NRP","THS","Y_GE15","93.7"
"2010","NL23","TOTAL","THS","Y_GE15","198.0"
"2010","NL23","A","THS","Y_GE15","6.4"
"2010","NL23","B-E","THS","Y_GE15","17.3"
"2010","NL23","F","THS","Y_GE15","10.1"
"2010","NL23","G-I","THS","Y_GE15","46.1"
"2010","NL23","J","THS","Y_GE15","8.4"
"2010","NL23","K","THS","Y_GE15","6.6"
"2010","NL23","L","THS","Y_GE15",":"
"2010","NL23","M_N","THS","Y_GE15","21.1"
"2010","NL23","O-Q","THS","Y_GE15","52.9"
"2010","NL23","R-U","THS","Y_GE15","6.6"
"2010","NL23","NRP","THS","Y_GE15","21.0"
"2010","NL31","TOTAL","THS","Y_GE15","644.9"
"2010","NL31","A","THS","Y_GE15","8.3"
"2010","NL31","B-E","THS","Y_GE15","44.0"
"2010","NL31","F","THS","Y_GE15","30.2"
"2010","NL31","G-I","THS","Y_GE15","129.8"
"2010","NL31","J","THS","Y_GE15","32.6"
"2010","NL31","K","THS","Y_GE15","25.1"
"2010","NL31","L","THS","Y_GE15","3.7"
"2010","NL31","M_N","THS","Y_GE15","71.5"
"2010","NL31","O-Q","THS","Y_GE15","198.3"
"2010","NL31","R-U","THS","Y_GE15","32.3"
"2010","NL31","NRP","THS","Y_GE15","69.1"
"2010","NL32","TOTAL","THS","Y_GE15","1,382.8"
"2010","NL32","A","THS","Y_GE15","24.6"
"2010","NL32","B-E","THS","Y_GE15","102.0"
"2010","NL32","F","THS","Y_GE15","61.5"
"2010","NL32","G-I","THS","Y_GE15","313.3"
"2010","NL32","J","THS","Y_GE15","68.6"
"2010","NL32","K","THS","Y_GE15","51.0"
"2010","NL32","L","THS","Y_GE15","11.9"
"2010","NL32","M_N","THS","Y_GE15","152.0"
"2010","NL32","O-Q","THS","Y_GE15","391.0"
"2010","NL32","R-U","THS","Y_GE15","70.0"
"2010","NL32","NRP","THS","Y_GE15","136.9"
"2010","NL33","TOTAL","THS","Y_GE15","1,754.2"
"2010","NL33","A","THS","Y_GE15","48.3"
"2010","NL33","B-E","THS","Y_GE15","144.4"
"2010","NL33","F","THS","Y_GE15","93.1"
"2010","NL33","G-I","THS","Y_GE15","390.7"
"2010","NL33","J","THS","Y_GE15","60.7"
"2010","NL33","K","THS","Y_GE15","45.7"
"2010","NL33","L","THS","Y_GE15","15.6"
"2010","NL33","M_N","THS","Y_GE15","182.1"
"2010","NL33","O-Q","THS","Y_GE15","532.7"
"2010","NL33","R-U","THS","Y_GE15","73.0"
"2010","NL33","NRP","THS","Y_GE15","167.9"
"2010","NL34","TOTAL","THS","Y_GE15","186.1"
"2010","NL34","A","THS","Y_GE15","5.5"
"2010","NL34","B-E","THS","Y_GE15","31.1"
"2010","NL34","F","THS","Y_GE15","11.6"
"2010","NL34","G-I","THS","Y_GE15","38.7"
"2010","NL34","J","THS","Y_GE15","2.2"
"2010","NL34","K","THS","Y_GE15","2.8"
"2010","NL34","L","THS","Y_GE15",":"
"2010","NL34","M_N","THS","Y_GE15","15.4"
"2010","NL34","O-Q","THS","Y_GE15","56.3"
"2010","NL34","R-U","THS","Y_GE15","5.9"
"2010","NL34","NRP","THS","Y_GE15","15.5"
"2010","NL41","TOTAL","THS","Y_GE15","1,255.9"
"2010","NL41","A","THS","Y_GE15","37.9"
"2010","NL41","B-E","THS","Y_GE15","174.3"
"2010","NL41","F","THS","Y_GE15","74.9"
"2010","NL41","G-I","THS","Y_GE15","285.7"
"2010","NL41","J","THS","Y_GE15","38.5"
"2010","NL41","K","THS","Y_GE15","27.2"
"2010","NL41","L","THS","Y_GE15","8.6"
"2010","NL41","M_N","THS","Y_GE15","107.2"
"2010","NL41","O-Q","THS","Y_GE15","328.9"
"2010","NL41","R-U","THS","Y_GE15","48.6"
"2010","NL41","NRP","THS","Y_GE15","123.9"
"2010","NL42","TOTAL","THS","Y_GE15","542.7"
"2010","NL42","A","THS","Y_GE15","19.6"
"2010","NL42","B-E","THS","Y_GE15","80.8"
"2010","NL42","F","THS","Y_GE15","25.5"
"2010","NL42","G-I","THS","Y_GE15","117.6"
"2010","NL42","J","THS","Y_GE15","11.3"
"2010","NL42","K","THS","Y_GE15","9.7"
"2010","NL42","L","THS","Y_GE15","4.6"
"2010","NL42","M_N","THS","Y_GE15","42.0"
"2010","NL42","O-Q","THS","Y_GE15","160.0"
"2010","NL42","R-U","THS","Y_GE15","24.8"
"2010","NL42","NRP","THS","Y_GE15","46.7"
"2010","AT11","TOTAL","THS","Y_GE15","135.1"
"2010","AT11","A","THS","Y_GE15","7.9"
"2010","AT11","B-E","THS","Y_GE15","18.3"
"2010","AT11","F","THS","Y_GE15","14.3"
"2010","AT11","G-I","THS","Y_GE15","37.0"
"2010","AT11","J","THS","Y_GE15",":"
"2010","AT11","K","THS","Y_GE15","5.1"
"2010","AT11","L","THS","Y_GE15",":"
"2010","AT11","M_N","THS","Y_GE15","9.9"
"2010","AT11","O-Q","THS","Y_GE15","32.7"
"2010","AT11","R-U","THS","Y_GE15","5.7"
"2010","AT11","NRP","THS","Y_GE15",":"
"2010","AT12","TOTAL","THS","Y_GE15","775.6"
"2010","AT12","A","THS","Y_GE15","59.3"
"2010","AT12","B-E","THS","Y_GE15","123.1"
"2010","AT12","F","THS","Y_GE15","53.1"
"2010","AT12","G-I","THS","Y_GE15","200.8"
"2010","AT12","J","THS","Y_GE15","20.9"
"2010","AT12","K","THS","Y_GE15","34.5"
"2010","AT12","L","THS","Y_GE15","6.8"
"2010","AT12","M_N","THS","Y_GE15","58.6"
"2010","AT12","O-Q","THS","Y_GE15","183.0"
"2010","AT12","R-U","THS","Y_GE15","35.6"
"2010","AT12","NRP","THS","Y_GE15",":"
"2010","AT13","TOTAL","THS","Y_GE15","765.8"
"2010","AT13","A","THS","Y_GE15","3.5"
"2010","AT13","B-E","THS","Y_GE15","70.8"
"2010","AT13","F","THS","Y_GE15","51.3"
"2010","AT13","G-I","THS","Y_GE15","194.6"
"2010","AT13","J","THS","Y_GE15","41.8"
"2010","AT13","K","THS","Y_GE15","36.7"
"2010","AT13","L","THS","Y_GE15","12.5"
"2010","AT13","M_N","THS","Y_GE15","111.5"
"2010","AT13","O-Q","THS","Y_GE15","185.9"
"2010","AT13","R-U","THS","Y_GE15","57.1"
"2010","AT13","NRP","THS","Y_GE15",":"
"2010","AT21","TOTAL","THS","Y_GE15","256.0"
"2010","AT21","A","THS","Y_GE15","17.7"
"2010","AT21","B-E","THS","Y_GE15","39.9"
"2010","AT21","F","THS","Y_GE15","25.8"
"2010","AT21","G-I","THS","Y_GE15","66.6"
"2010","AT21","J","THS","Y_GE15","4.4"
"2010","AT21","K","THS","Y_GE15","9.3"
"2010","AT21","L","THS","Y_GE15",":"
"2010","AT21","M_N","THS","Y_GE15","17.4"
"2010","AT21","O-Q","THS","Y_GE15","63.3"
"2010","AT21","R-U","THS","Y_GE15","9.9"
"2010","AT21","NRP","THS","Y_GE15",":"
"2010","AT22","TOTAL","THS","Y_GE15","575.8"
"2010","AT22","A","THS","Y_GE15","37.2"
"2010","AT22","B-E","THS","Y_GE15","113.9"
"2010","AT22","F","THS","Y_GE15","50.9"
"2010","AT22","G-I","THS","Y_GE15","145.8"
"2010","AT22","J","THS","Y_GE15","12.4"
"2010","AT22","K","THS","Y_GE15","14.5"
"2010","AT22","L","THS","Y_GE15","3.9"
"2010","AT22","M_N","THS","Y_GE15","40.5"
"2010","AT22","O-Q","THS","Y_GE15","133.0"
"2010","AT22","R-U","THS","Y_GE15","23.6"
"2010","AT22","NRP","THS","Y_GE15",":"
"2010","AT31","TOTAL","THS","Y_GE15","707.8"
"2010","AT31","A","THS","Y_GE15","47.6"
"2010","AT31","B-E","THS","Y_GE15","160.2"
"2010","AT31","F","THS","Y_GE15","65.0"
"2010","AT31","G-I","THS","Y_GE15","173.4"
"2010","AT31","J","THS","Y_GE15","12.4"
"2010","AT31","K","THS","Y_GE15","17.2"
"2010","AT31","L","THS","Y_GE15","3.2"
"2010","AT31","M_N","THS","Y_GE15","48.6"
"2010","AT31","O-Q","THS","Y_GE15","154.6"
"2010","AT31","R-U","THS","Y_GE15","25.5"
"2010","AT31","NRP","THS","Y_GE15",":"
"2010","AT32","TOTAL","THS","Y_GE15","264.6"
"2010","AT32","A","THS","Y_GE15","10.9"
"2010","AT32","B-E","THS","Y_GE15","40.9"
"2010","AT32","F","THS","Y_GE15","23.1"
"2010","AT32","G-I","THS","Y_GE15","79.2"
"2010","AT32","J","THS","Y_GE15","5.0"
"2010","AT32","K","THS","Y_GE15","8.7"
"2010","AT32","L","THS","Y_GE15",":"
"2010","AT32","M_N","THS","Y_GE15","21.1"
"2010","AT32","O-Q","THS","Y_GE15","58.6"
"2010","AT32","R-U","THS","Y_GE15","14.2"
"2010","AT32","NRP","THS","Y_GE15",":"
"2010","AT33","TOTAL","THS","Y_GE15","354.8"
"2010","AT33","A","THS","Y_GE15","19.4"
"2010","AT33","B-E","THS","Y_GE15","52.0"
"2010","AT33","F","THS","Y_GE15","35.4"
"2010","AT33","G-I","THS","Y_GE15","108.6"
"2010","AT33","J","THS","Y_GE15","5.5"
"2010","AT33","K","THS","Y_GE15","11.8"
"2010","AT33","L","THS","Y_GE15",":"
"2010","AT33","M_N","THS","Y_GE15","28.6"
"2010","AT33","O-Q","THS","Y_GE15","73.5"
"2010","AT33","R-U","THS","Y_GE15","17.1"
"2010","AT33","NRP","THS","Y_GE15",":"
"2010","AT34","TOTAL","THS","Y_GE15","181.2"
"2010","AT34","A","THS","Y_GE15","6.0"
"2010","AT34","B-E","THS","Y_GE15","46.9"
"2010","AT34","F","THS","Y_GE15","15.7"
"2010","AT34","G-I","THS","Y_GE15","44.6"
"2010","AT34","J","THS","Y_GE15",":"
"2010","AT34","K","THS","Y_GE15","7.1"
"2010","AT34","L","THS","Y_GE15",":"
"2010","AT34","M_N","THS","Y_GE15","14.5"
"2010","AT34","O-Q","THS","Y_GE15","34.7"
"2010","AT34","R-U","THS","Y_GE15","7.9"
"2010","AT34","NRP","THS","Y_GE15",":"
"2010","PL11","TOTAL","THS","Y_GE15","1,217.8"
"2010","PL11","A","THS","Y_GE15","160.5"
"2010","PL11","B-E","THS","Y_GE15","310.0"
"2010","PL11","F","THS","Y_GE15","78.9"
"2010","PL11","G-I","THS","Y_GE15","271.1"
"2010","PL11","J","THS","Y_GE15","19.9"
"2010","PL11","K","THS","Y_GE15","23.6"
"2010","PL11","L","THS","Y_GE15","14.1"
"2010","PL11","M_N","THS","Y_GE15","70.1"
"2010","PL11","O-Q","THS","Y_GE15","231.0"
"2010","PL11","R-U","THS","Y_GE15","37.1"
"2010","PL11","NRP","THS","Y_GE15",":"
"2010","PL12","TOTAL","THS","Y_GE15","2,327.2"
"2010","PL12","A","THS","Y_GE15","268.1"
"2010","PL12","B-E","THS","Y_GE15","358.4"
"2010","PL12","F","THS","Y_GE15","163.5"
"2010","PL12","G-I","THS","Y_GE15","514.5"
"2010","PL12","J","THS","Y_GE15","109.2"
"2010","PL12","K","THS","Y_GE15","93.6"
"2010","PL12","L","THS","Y_GE15","31.0"
"2010","PL12","M_N","THS","Y_GE15","199.5"
"2010","PL12","O-Q","THS","Y_GE15","499.9"
"2010","PL12","R-U","THS","Y_GE15","85.8"
"2010","PL12","NRP","THS","Y_GE15",":"
"2010","PL21","TOTAL","THS","Y_GE15","1,260.2"
"2010","PL21","A","THS","Y_GE15","184.0"
"2010","PL21","B-E","THS","Y_GE15","259.9"
"2010","PL21","F","THS","Y_GE15","119.5"
"2010","PL21","G-I","THS","Y_GE15","289.6"
"2010","PL21","J","THS","Y_GE15","25.8"
"2010","PL21","K","THS","Y_GE15","25.4"
"2010","PL21","L","THS","Y_GE15","12.0"
"2010","PL21","M_N","THS","Y_GE15","67.8"
"2010","PL21","O-Q","THS","Y_GE15","240.2"
"2010","PL21","R-U","THS","Y_GE15","35.4"
"2010","PL21","NRP","THS","Y_GE15",":"
"2010","PL22","TOTAL","THS","Y_GE15","1,798.8"
"2010","PL22","A","THS","Y_GE15","53.2"
"2010","PL22","B-E","THS","Y_GE15","539.7"
"2010","PL22","F","THS","Y_GE15","147.6"
"2010","PL22","G-I","THS","Y_GE15","451.0"
"2010","PL22","J","THS","Y_GE15","29.1"
"2010","PL22","K","THS","Y_GE15","40.0"
"2010","PL22","L","THS","Y_GE15","26.9"
"2010","PL22","M_N","THS","Y_GE15","120.0"
"2010","PL22","O-Q","THS","Y_GE15","337.9"
"2010","PL22","R-U","THS","Y_GE15","52.2"
"2010","PL22","NRP","THS","Y_GE15",":"
"2010","PL31","TOTAL","THS","Y_GE15","985.6"
"2010","PL31","A","THS","Y_GE15","281.5"
"2010","PL31","B-E","THS","Y_GE15","144.8"
"2010","PL31","F","THS","Y_GE15","61.7"
"2010","PL31","G-I","THS","Y_GE15","199.5"
"2010","PL31","J","THS","Y_GE15","10.0"
"2010","PL31","K","THS","Y_GE15","18.7"
"2010","PL31","L","THS","Y_GE15","10.1"
"2010","PL31","M_N","THS","Y_GE15","31.6"
"2010","PL31","O-Q","THS","Y_GE15","206.4"
"2010","PL31","R-U","THS","Y_GE15","20.9"
"2010","PL31","NRP","THS","Y_GE15",":"
"2010","PL32","TOTAL","THS","Y_GE15","835.2"
"2010","PL32","A","THS","Y_GE15","187.0"
"2010","PL32","B-E","THS","Y_GE15","183.3"
"2010","PL32","F","THS","Y_GE15","55.0"
"2010","PL32","G-I","THS","Y_GE15","169.7"
"2010","PL32","J","THS","Y_GE15","9.7"
"2010","PL32","K","THS","Y_GE15","11.7"
"2010","PL32","L","THS","Y_GE15","6.1"
"2010","PL32","M_N","THS","Y_GE15","26.6"
"2010","PL32","O-Q","THS","Y_GE15","165.1"
"2010","PL32","R-U","THS","Y_GE15","20.5"
"2010","PL32","NRP","THS","Y_GE15",":"
"2010","PL33","TOTAL","THS","Y_GE15","609.0"
"2010","PL33","A","THS","Y_GE15","138.2"
"2010","PL33","B-E","THS","Y_GE15","118.4"
"2010","PL33","F","THS","Y_GE15","60.9"
"2010","PL33","G-I","THS","Y_GE15","122.5"
"2010","PL33","J","THS","Y_GE15","6.1"
"2010","PL33","K","THS","Y_GE15","8.2"
"2010","PL33","L","THS","Y_GE15",":"
"2010","PL33","M_N","THS","Y_GE15","24.0"
"2010","PL33","O-Q","THS","Y_GE15","114.7"
"2010","PL33","R-U","THS","Y_GE15","12.9"
"2010","PL33","NRP","THS","Y_GE15",":"
"2010","PL34","TOTAL","THS","Y_GE15","473.4"
"2010","PL34","A","THS","Y_GE15","111.9"
"2010","PL34","B-E","THS","Y_GE15","79.4"
"2010","PL34","F","THS","Y_GE15","33.7"
"2010","PL34","G-I","THS","Y_GE15","98.7"
"2010","PL34","J","THS","Y_GE15",":"
"2010","PL34","K","THS","Y_GE15","9.7"
"2010","PL34","L","THS","Y_GE15",":"
"2010","PL34","M_N","THS","Y_GE15","16.1"
"2010","PL34","O-Q","THS","Y_GE15","103.1"
"2010","PL34","R-U","THS","Y_GE15","12.3"
"2010","PL34","NRP","THS","Y_GE15",":"
"2010","PL41","TOTAL","THS","Y_GE15","1,345.8"
"2010","PL41","A","THS","Y_GE15","204.0"
"2010","PL41","B-E","THS","Y_GE15","344.6"
"2010","PL41","F","THS","Y_GE15","114.3"
"2010","PL41","G-I","THS","Y_GE15","307.5"
"2010","PL41","J","THS","Y_GE15","18.8"
"2010","PL41","K","THS","Y_GE15","22.3"
"2010","PL41","L","THS","Y_GE15","8.1"
"2010","PL41","M_N","THS","Y_GE15","62.5"
"2010","PL41","O-Q","THS","Y_GE15","224.5"
"2010","PL41","R-U","THS","Y_GE15","38.4"
"2010","PL41","NRP","THS","Y_GE15",":"
"2010","PL42","TOTAL","THS","Y_GE15","563.9"
"2010","PL42","A","THS","Y_GE15","44.8"
"2010","PL42","B-E","THS","Y_GE15","117.6"
"2010","PL42","F","THS","Y_GE15","54.4"
"2010","PL42","G-I","THS","Y_GE15","142.3"
"2010","PL42","J","THS","Y_GE15","7.4"
"2010","PL42","K","THS","Y_GE15","12.5"
"2010","PL42","L","THS","Y_GE15","6.6"
"2010","PL42","M_N","THS","Y_GE15","31.1"
"2010","PL42","O-Q","THS","Y_GE15","129.6"
"2010","PL42","R-U","THS","Y_GE15","17.6"
"2010","PL42","NRP","THS","Y_GE15",":"
"2010","PL43","TOTAL","THS","Y_GE15","427.0"
"2010","PL43","A","THS","Y_GE15","34.1"
"2010","PL43","B-E","THS","Y_GE15","109.9"
"2010","PL43","F","THS","Y_GE15","35.6"
"2010","PL43","G-I","THS","Y_GE15","101.6"
"2010","PL43","J","THS","Y_GE15",":"
"2010","PL43","K","THS","Y_GE15","8.5"
"2010","PL43","L","THS","Y_GE15",":"
"2010","PL43","M_N","THS","Y_GE15","22.8"
"2010","PL43","O-Q","THS","Y_GE15","90.3"
"2010","PL43","R-U","THS","Y_GE15","15.9"
"2010","PL43","NRP","THS","Y_GE15",":"
"2010","PL51","TOTAL","THS","Y_GE15","1,133.7"
"2010","PL51","A","THS","Y_GE15","73.1"
"2010","PL51","B-E","THS","Y_GE15","285.6"
"2010","PL51","F","THS","Y_GE15","101.3"
"2010","PL51","G-I","THS","Y_GE15","250.4"
"2010","PL51","J","THS","Y_GE15","24.1"
"2010","PL51","K","THS","Y_GE15","27.7"
"2010","PL51","L","THS","Y_GE15","16.5"
"2010","PL51","M_N","THS","Y_GE15","71.3"
"2010","PL51","O-Q","THS","Y_GE15","247.2"
"2010","PL51","R-U","THS","Y_GE15","35.6"
"2010","PL51","NRP","THS","Y_GE15",":"
"2010","PL52","TOTAL","THS","Y_GE15","362.2"
"2010","PL52","A","THS","Y_GE15","44.2"
"2010","PL52","B-E","THS","Y_GE15","94.3"
"2010","PL52","F","THS","Y_GE15","35.6"
"2010","PL52","G-I","THS","Y_GE15","74.9"
"2010","PL52","J","THS","Y_GE15",":"
"2010","PL52","K","THS","Y_GE15","6.7"
"2010","PL52","L","THS","Y_GE15",":"
"2010","PL52","M_N","THS","Y_GE15","18.3"
"2010","PL52","O-Q","THS","Y_GE15","71.7"
"2010","PL52","R-U","THS","Y_GE15","10.6"
"2010","PL52","NRP","THS","Y_GE15",":"
"2010","PL61","TOTAL","THS","Y_GE15","778.8"
"2010","PL61","A","THS","Y_GE15","107.1"
"2010","PL61","B-E","THS","Y_GE15","182.8"
"2010","PL61","F","THS","Y_GE15","68.4"
"2010","PL61","G-I","THS","Y_GE15","176.9"
"2010","PL61","J","THS","Y_GE15","7.8"
"2010","PL61","K","THS","Y_GE15","14.4"
"2010","PL61","L","THS","Y_GE15","7.6"
"2010","PL61","M_N","THS","Y_GE15","35.5"
"2010","PL61","O-Q","THS","Y_GE15","155.4"
"2010","PL61","R-U","THS","Y_GE15","22.9"
"2010","PL61","NRP","THS","Y_GE15",":"
"2010","PL62","TOTAL","THS","Y_GE15","549.2"
"2010","PL62","A","THS","Y_GE15","68.3"
"2010","PL62","B-E","THS","Y_GE15","122.1"
"2010","PL62","F","THS","Y_GE15","49.7"
"2010","PL62","G-I","THS","Y_GE15","115.2"
"2010","PL62","J","THS","Y_GE15","5.3"
"2010","PL62","K","THS","Y_GE15","11.1"
"2010","PL62","L","THS","Y_GE15","5.0"
"2010","PL62","M_N","THS","Y_GE15","25.3"
"2010","PL62","O-Q","THS","Y_GE15","131.9"
"2010","PL62","R-U","THS","Y_GE15","15.3"
"2010","PL62","NRP","THS","Y_GE15",":"
"2010","PL63","TOTAL","THS","Y_GE15","805.4"
"2010","PL63","A","THS","Y_GE15","58.5"
"2010","PL63","B-E","THS","Y_GE15","178.0"
"2010","PL63","F","THS","Y_GE15","76.8"
"2010","PL63","G-I","THS","Y_GE15","202.9"
"2010","PL63","J","THS","Y_GE15","18.1"
"2010","PL63","K","THS","Y_GE15","19.7"
"2010","PL63","L","THS","Y_GE15","10.1"
"2010","PL63","M_N","THS","Y_GE15","51.0"
"2010","PL63","O-Q","THS","Y_GE15","167.1"
"2010","PL63","R-U","THS","Y_GE15","22.2"
"2010","PL63","NRP","THS","Y_GE15",":"
"2010","PT11","TOTAL","THS","Y_GE15","1,695.4"
"2010","PT11","A","THS","Y_GE15","206.1"
"2010","PT11","B-E","THS","Y_GE15","431.2"
"2010","PT11","F","THS","Y_GE15","174.8"
"2010","PT11","G-I","THS","Y_GE15","375.3"
"2010","PT11","J","THS","Y_GE15","16.2"
"2010","PT11","K","THS","Y_GE15","25.0"
"2010","PT11","L","THS","Y_GE15",":"
"2010","PT11","M_N","THS","Y_GE15","90.2"
"2010","PT11","O-Q","THS","Y_GE15","285.0"
"2010","PT11","R-U","THS","Y_GE15","87.2"
"2010","PT11","NRP","THS","Y_GE15",":"
"2010","PT15","TOTAL","THS","Y_GE15","198.8"
"2010","PT15","A","THS","Y_GE15","11.0"
"2010","PT15","B-E","THS","Y_GE15","10.2"
"2010","PT15","F","THS","Y_GE15","23.4"
"2010","PT15","G-I","THS","Y_GE15","72.1"
"2010","PT15","J","THS","Y_GE15",":"
"2010","PT15","K","THS","Y_GE15",":"
"2010","PT15","L","THS","Y_GE15",":"
"2010","PT15","M_N","THS","Y_GE15","16.3"
"2010","PT15","O-Q","THS","Y_GE15","45.9"
"2010","PT15","R-U","THS","Y_GE15","12.1"
"2010","PT15","NRP","THS","Y_GE15",":"
"2010","PT16","TOTAL","THS","Y_GE15","1,202.2"
"2010","PT16","A","THS","Y_GE15","253.9"
"2010","PT16","B-E","THS","Y_GE15","221.1"
"2010","PT16","F","THS","Y_GE15","120.9"
"2010","PT16","G-I","THS","Y_GE15","255.0"
"2010","PT16","J","THS","Y_GE15","11.4"
"2010","PT16","K","THS","Y_GE15","12.4"
"2010","PT16","L","THS","Y_GE15",":"
"2010","PT16","M_N","THS","Y_GE15","41.2"
"2010","PT16","O-Q","THS","Y_GE15","229.5"
"2010","PT16","R-U","THS","Y_GE15","53.5"
"2010","PT16","NRP","THS","Y_GE15",":"
"2010","PT17","TOTAL","THS","Y_GE15","1,240.8"
"2010","PT17","A","THS","Y_GE15","14.3"
"2010","PT17","B-E","THS","Y_GE15","142.6"
"2010","PT17","F","THS","Y_GE15","87.8"
"2010","PT17","G-I","THS","Y_GE15","335.0"
"2010","PT17","J","THS","Y_GE15","67.7"
"2010","PT17","K","THS","Y_GE15","39.1"
"2010","PT17","L","THS","Y_GE15","15.8"
"2010","PT17","M_N","THS","Y_GE15","130.7"
"2010","PT17","O-Q","THS","Y_GE15","306.9"
"2010","PT17","R-U","THS","Y_GE15","100.9"
"2010","PT17","NRP","THS","Y_GE15",":"
"2010","PT18","TOTAL","THS","Y_GE15","324.0"
"2010","PT18","A","THS","Y_GE15","34.9"
"2010","PT18","B-E","THS","Y_GE15","44.2"
"2010","PT18","F","THS","Y_GE15","31.5"
"2010","PT18","G-I","THS","Y_GE15","81.3"
"2010","PT18","J","THS","Y_GE15",":"
"2010","PT18","K","THS","Y_GE15",":"
"2010","PT18","L","THS","Y_GE15",":"
"2010","PT18","M_N","THS","Y_GE15","17.6"
"2010","PT18","O-Q","THS","Y_GE15","87.2"
"2010","PT18","R-U","THS","Y_GE15","18.9"
"2010","PT18","NRP","THS","Y_GE15",":"
"2010","PT20","TOTAL","THS","Y_GE15","109.7"
"2010","PT20","A","THS","Y_GE15","12.3"
"2010","PT20","B-E","THS","Y_GE15","10.3"
"2010","PT20","F","THS","Y_GE15","15.6"
"2010","PT20","G-I","THS","Y_GE15","25.0"
"2010","PT20","J","THS","Y_GE15",":"
"2010","PT20","K","THS","Y_GE15",":"
"2010","PT20","L","THS","Y_GE15",":"
"2010","PT20","M_N","THS","Y_GE15",":"
"2010","PT20","O-Q","THS","Y_GE15","31.1"
"2010","PT20","R-U","THS","Y_GE15","8.6"
"2010","PT20","NRP","THS","Y_GE15",":"
"2010","PT30","TOTAL","THS","Y_GE15","127.5"
"2010","PT30","A","THS","Y_GE15","16.1"
"2010","PT30","B-E","THS","Y_GE15","8.7"
"2010","PT30","F","THS","Y_GE15","12.8"
"2010","PT30","G-I","THS","Y_GE15","36.1"
"2010","PT30","J","THS","Y_GE15",":"
"2010","PT30","K","THS","Y_GE15",":"
"2010","PT30","L","THS","Y_GE15",":"
"2010","PT30","M_N","THS","Y_GE15","6.8"
"2010","PT30","O-Q","THS","Y_GE15","35.1"
"2010","PT30","R-U","THS","Y_GE15","7.9"
"2010","PT30","NRP","THS","Y_GE15",":"
"2010","RO11","TOTAL","THS","Y_GE15","1,125.9"
"2010","RO11","A","THS","Y_GE15","340.9"
"2010","RO11","B-E","THS","Y_GE15","260.2"
"2010","RO11","F","THS","Y_GE15","74.8"
"2010","RO11","G-I","THS","Y_GE15","220.6"
"2010","RO11","J","THS","Y_GE15","8.7"
"2010","RO11","K","THS","Y_GE15","20.1"
"2010","RO11","L","THS","Y_GE15",":"
"2010","RO11","M_N","THS","Y_GE15","23.1"
"2010","RO11","O-Q","THS","Y_GE15","152.5"
"2010","RO11","R-U","THS","Y_GE15","23.8"
"2010","RO11","NRP","THS","Y_GE15",":"
"2010","RO12","TOTAL","THS","Y_GE15","893.0"
"2010","RO12","A","THS","Y_GE15","155.8"
"2010","RO12","B-E","THS","Y_GE15","268.4"
"2010","RO12","F","THS","Y_GE15","77.6"
"2010","RO12","G-I","THS","Y_GE15","197.2"
"2010","RO12","J","THS","Y_GE15","10.7"
"2010","RO12","K","THS","Y_GE15","10.1"
"2010","RO12","L","THS","Y_GE15",":"
"2010","RO12","M_N","THS","Y_GE15","27.4"
"2010","RO12","O-Q","THS","Y_GE15","123.3"
"2010","RO12","R-U","THS","Y_GE15","21.8"
"2010","RO12","NRP","THS","Y_GE15",":"
"2010","RO21","TOTAL","THS","Y_GE15","1,515.7"
"2010","RO21","A","THS","Y_GE15","768.0"
"2010","RO21","B-E","THS","Y_GE15","181.5"
"2010","RO21","F","THS","Y_GE15","107.1"
"2010","RO21","G-I","THS","Y_GE15","197.6"
"2010","RO21","J","THS","Y_GE15","12.2"
"2010","RO21","K","THS","Y_GE15","15.0"
"2010","RO21","L","THS","Y_GE15",":"
"2010","RO21","M_N","THS","Y_GE15","23.6"
"2010","RO21","O-Q","THS","Y_GE15","177.9"
"2010","RO21","R-U","THS","Y_GE15","30.1"
"2010","RO21","NRP","THS","Y_GE15",":"
"2010","RO22","TOTAL","THS","Y_GE15","1,031.2"
"2010","RO22","A","THS","Y_GE15","315.7"
"2010","RO22","B-E","THS","Y_GE15","227.3"
"2010","RO22","F","THS","Y_GE15","79.9"
"2010","RO22","G-I","THS","Y_GE15","194.7"
"2010","RO22","J","THS","Y_GE15","9.0"
